danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.443,0.994,-9.27,0.0944,0.155,0.515,0.411,0.514,106.541,mpb
0.443,0.994,-9.27,0.0944,0.155,0.515,0.411,0.514,106.541,pagode
0.443,0.994,-9.27,0.0944,0.155,0.515,0.411,0.514,106.541,samba
0.445,0.746,-14.801,0.207,0.551,0.213,0.683,0.362,157.158,mpb
0.445,0.746,-14.801,0.207,0.551,0.213,0.683,0.362,157.158,samba
0.445,0.84,-10.82,0.133,0.559,0.0,0.737,0.601,111.645,pagode
0.445,0.84,-10.82,0.133,0.559,0.0,0.737,0.601,111.645,samba
0.56,0.87,-7.77,0.197,0.257,0.0,0.0569,0.819,130.29,pagode
0.56,0.87,-7.77,0.197,0.257,0.0,0.0569,0.819,130.29,samba
0.545,0.723,-9.613,0.113,0.544,0.0,0.0715,0.945,103.891,mpb
0.545,0.723,-9.613,0.113,0.544,0.0,0.0715,0.945,103.891,pagode
0.545,0.723,-9.613,0.113,0.544,0.0,0.0715,0.945,103.891,samba
0.434,0.104,-14.518,0.0342,0.823,4.55e-05,0.113,0.139,181.028,emo
0.558,0.0933,-16.73,0.064,0.854,2.26e-06,0.116,0.0539,117.865,emo
0.473,0.334,-6.785,0.0371,0.959,7.4e-05,0.28,0.412,117.441,emo
0.519,0.724,-7.301,0.0303,0.000559,0.00037,0.12,0.467,135.051,emo
0.754,0.0382,-11.99,0.0411,0.885,0.0,0.166,0.284,118.021,emo
0.522,0.074,-23.625,0.0598,0.929,0.765,0.108,0.342,135.298,singer-songwriter
0.684,0.364,-9.971,0.0267,0.758,0.691,0.108,0.313,135.988,emo
0.456,0.674,-9.527,0.0318,0.026,0.074,0.111,0.372,137.817,emo
0.168,0.302,-11.645,0.0344,0.315,0.79,0.11,0.205,102.041,rock
0.518,0.236,-16.603,0.0356,0.897,0.0119,0.119,0.117,94.962,emo
0.801,0.772,-8.621,0.289,0.00677,1.58e-06,0.0936,0.4,128.981,pop
0.665,0.749,-4.43,0.0776,0.374,0.0,0.0375,0.897,91.822,pop
0.593,0.781,-5.291,0.0545,0.000724,0.0,0.225,0.565,103.025,pop
0.354,0.933,-3.978,0.0572,0.000377,0.0,0.121,0.376,178.017,rock
0.779,0.753,-6.874,0.0561,0.000334,0.00374,0.18,0.803,129.065,pop
0.677,0.889,-3.642,0.046,0.00543,0.0,0.13,0.595,129.996,pop
0.343,0.772,-4.819,0.0362,0.0789,1.65e-06,0.0982,0.291,178.066,pop
0.566,0.857,-2.85,0.0442,0.0417,0.0,0.179,0.405,83.08,pop
0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,edm
0.509,0.781,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0,pop
0.666,0.87,-5.004,0.246,0.203,0.0,0.0851,0.9,160.014,pop
0.49,0.345,-8.237,0.0361,0.763,0.0,0.643,0.394,116.97,country
0.421,0.802,-6.897,0.038,0.00347,7.09e-05,0.0294,0.603,130.35,rock
0.596,0.823,-5.26,0.061,0.0106,0.000705,0.0575,0.774,118.313,rock
0.568,0.597,-6.87,0.0248,0.0776,1.7e-06,0.0641,0.529,101.321,rock
0.492,0.641,-5.296,0.0448,0.459,0.0,0.0809,0.235,76.07,pop
0.465,0.772,-3.932,0.0378,0.0959,1.04e-05,0.167,0.257,155.83,country
0.598,0.799,-5.156,0.0349,0.041,0.0,0.157,0.596,127.975,pop
0.647,0.874,-2.057,0.0462,0.0187,0.000173,0.27,0.543,125.026,edm
0.647,0.874,-2.057,0.0462,0.0187,0.000173,0.27,0.543,125.026,pop
0.639,0.616,-6.34,0.0467,0.0273,0.0,0.0746,0.161,87.002,pop
0.737,0.723,-5.834,0.261,0.0864,4.47e-06,0.522,0.555,148.113,pop
0.598,0.881,-3.789,0.169,0.0188,2.15e-06,0.0933,0.586,133.948,pop
0.608,0.419,-10.016,0.0331,0.602,7.58e-06,0.108,0.602,100.22,folk
0.608,0.419,-10.016,0.0331,0.602,7.58e-06,0.108,0.602,100.22,singer-songwriter
0.556,0.61,-4.729,0.213,0.833,2.22e-06,0.258,0.665,199.373,soul
0.614,0.722,-6.939,0.128,0.0249,0.0,0.16,0.633,137.977,pop
0.667,0.614,-4.995,0.0314,0.0663,0.0,0.111,0.161,113.979,pop
0.431,0.876,-6.109,0.0658,0.0771,1.81e-05,0.0998,0.519,160.0,country
0.642,0.886,-6.151,0.04,0.0207,0.0275,0.391,0.287,123.985,country
0.637,0.89,-3.877,0.0312,0.0832,1.9e-06,0.0892,0.928,123.002,country
0.465,0.954,-4.403,0.0565,0.00949,0.0343,0.934,0.532,99.532,country
0.576,0.849,-3.057,0.0386,0.511,3.89e-05,0.109,0.666,137.982,country
0.591,0.88,-4.401,0.0532,0.0754,4.27e-06,0.0434,0.661,114.11,country
0.291,0.4,-10.615,0.0306,0.145,1.86e-05,0.259,0.0935,83.112,country
0.429,0.638,-4.956,0.0277,0.00922,0.000261,0.511,0.544,137.49,country
0.406,0.461,-6.519,0.0287,0.84,0.0,0.708,0.255,88.963,country
0.624,0.934,-1.825,0.0479,0.112,0.000221,0.127,0.573,122.056,country
0.638,0.847,-2.574,0.0465,0.337,4.06e-06,0.0725,0.658,101.013,country
0.697,0.724,-4.428,0.0322,0.479,0.0,0.14,0.477,96.953,country
0.583,0.782,-5.328,0.027,0.00499,0.000131,0.145,0.682,120.024,country
0.624,0.915,-2.627,0.0364,0.141,0.0,0.386,0.815,108.046,country
0.436,0.847,-3.786,0.0519,0.0146,0.0,0.119,0.749,170.074,country
0.436,0.847,-3.786,0.0519,0.0146,0.0,0.119,0.749,170.074,pop
0.72,0.848,-6.834,0.0589,0.123,0.0,0.0728,0.965,92.999,country
0.673,0.842,-4.627,0.0366,0.06,0.000257,0.178,0.898,125.57,country
0.448,0.649,-5.925,0.0434,0.418,0.0,0.0976,0.575,195.925,pop
0.651,0.466,-9.403,0.0305,0.541,0.0027,0.116,0.326,86.953,pop
0.53,0.841,-4.22,0.0432,0.267,0.0,0.0909,0.52,146.703,country
0.582,0.91,-4.946,0.0579,0.011,0.0,0.0606,0.877,143.07,country
0.582,0.91,-4.946,0.0579,0.011,0.0,0.0606,0.877,143.07,pop
0.696,0.845,-3.583,0.044,0.13,0.0,0.124,0.483,123.918,country
0.56,0.833,-4.616,0.0383,0.153,1.27e-05,0.164,0.776,153.849,country
0.789,0.487,-7.314,0.0285,0.458,4.36e-06,0.0751,0.49,101.975,country
0.718,0.684,-4.593,0.0532,0.0676,0.0,0.0834,0.768,121.976,pop
0.387,0.913,-3.761,0.0814,0.00366,0.0,0.136,0.674,185.957,emo
0.387,0.913,-3.761,0.0814,0.00366,0.0,0.136,0.674,185.957,rock
0.426,0.868,-3.702,0.047,6.54e-05,0.0,0.0723,0.402,149.042,rock
0.714,0.62,-5.045,0.296,0.223,0.0,0.109,0.73,80.109,pop
0.518,0.652,-5.208,0.0461,0.499,0.0,0.134,0.728,82.483,dancehall
0.533,0.171,-18.368,0.03,0.852,0.0343,0.199,0.151,94.474,folk
0.533,0.171,-18.368,0.03,0.852,0.0343,0.199,0.151,94.474,rock
0.533,0.171,-18.368,0.03,0.852,0.0343,0.199,0.151,94.474,singer-songwriter
0.592,0.705,-10.276,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,folk
0.592,0.705,-10.276,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,rock
0.592,0.705,-10.276,0.0287,0.0291,1.97e-05,0.0456,0.902,135.754,singer-songwriter
0.587,0.842,-10.463,0.0302,0.299,0.51,0.268,0.794,85.297,rock
0.471,0.387,-9.298,0.0316,0.269,0.0,0.337,0.512,89.692,folk
0.281,0.404,-15.618,0.0431,0.289,0.0,0.206,0.789,176.378,folk
0.281,0.404,-15.618,0.0431,0.289,0.0,0.206,0.789,176.378,rock
0.281,0.404,-15.618,0.0431,0.289,0.0,0.206,0.789,176.378,singer-songwriter
0.418,0.534,-9.841,0.0326,0.0713,0.000689,0.143,0.727,160.026,folk
0.418,0.534,-9.841,0.0326,0.0713,0.000689,0.143,0.727,160.026,rock
0.418,0.534,-9.841,0.0326,0.0713,0.000689,0.143,0.727,160.026,singer-songwriter
0.456,0.474,-8.098,0.047,0.0215,0.0245,0.425,0.563,122.338,rock
0.592,0.355,-14.051,0.0352,0.478,0.0,0.0585,0.499,133.032,soul
0.518,0.543,-10.766,0.0297,0.834,0.0,0.2,0.579,104.528,rock
0.442,0.384,-14.635,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,rock
0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,folk
0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,rock
0.482,0.721,-6.839,0.0321,0.731,0.0,0.189,0.557,95.263,singer-songwriter
0.63,0.396,-14.73,0.039,0.572,2.65e-05,0.083,0.604,88.699,rock
0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364,metal
0.294,0.745,-9.138,0.0461,0.05,0.125,0.676,0.347,134.364,rock
0.664,0.88,-5.009,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,rock
0.664,0.88,-5.009,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,singer-songwriter
0.629,0.387,-13.667,0.0386,0.424,0.0,0.0479,0.497,76.003,funk
0.629,0.387,-13.667,0.0386,0.424,0.0,0.0479,0.497,76.003,soul
0.388,0.529,-10.533,0.0436,0.16,0.0681,0.108,0.332,150.721,rock
0.593,0.468,-11.165,0.0285,0.35,3.52e-05,0.0919,0.597,75.798,folk
0.593,0.468,-11.165,0.0285,0.35,3.52e-05,0.0919,0.597,75.798,rock
0.593,0.468,-11.165,0.0285,0.35,3.52e-05,0.0919,0.597,75.798,singer-songwriter
0.313,0.672,-9.477,0.0331,0.164,0.33,0.0936,0.915,89.759,rockabilly
0.488,0.334,-10.765,0.0265,0.646,0.0,0.166,0.685,96.322,funk
0.488,0.334,-10.765,0.0265,0.646,0.0,0.166,0.685,96.322,soul
0.883,0.464,-11.251,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,soul
0.408,0.311,-11.52,0.0467,0.702,0.0,0.161,0.656,203.807,soul
0.765,0.947,-3.454,0.0358,0.0411,0.0,0.309,0.826,109.787,rock
0.511,0.794,-7.842,0.04,0.121,0.00225,0.0531,0.785,142.275,rock
0.631,0.387,-11.529,0.0262,0.742,0.000406,0.0822,0.832,103.11,rock
0.525,0.615,-10.893,0.315,0.675,2.52e-05,0.114,0.728,171.59,soul
0.784,0.433,-9.1,0.0376,0.299,0.00016,0.0248,0.917,113.491,funk
0.784,0.433,-9.1,0.0376,0.299,0.00016,0.0248,0.917,113.491,soul
0.54,0.86,-5.763,0.081,0.00646,0.0,0.629,0.856,171.72,country
0.728,0.354,-9.626,0.221,0.76,0.0,0.132,0.636,132.762,pop
0.588,0.877,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165,pop
0.841,0.63,-5.356,0.0443,0.0725,0.0,0.0742,0.876,97.964,pop
0.485,0.441,-8.248,0.0775,0.466,0.000936,0.485,0.511,140.009,pop
0.702,0.715,-5.377,0.0425,0.503,2.44e-05,0.126,0.863,127.05,pop
0.669,0.782,-5.239,0.0523,0.00244,0.0,0.0962,0.427,126.288,pop
0.803,0.79,-4.353,0.125,0.00863,0.0,0.0441,0.712,94.982,pop
0.699,0.804,-4.898,0.144,0.0631,0.0,0.414,0.491,140.012,pop
0.488,0.909,-6.591,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,rock
0.6,0.905,-3.41,0.0357,0.00274,0.0,0.831,0.636,124.032,edm
0.6,0.905,-3.41,0.0357,0.00274,0.0,0.831,0.636,124.032,pop
0.723,0.69,-6.636,0.267,0.0602,1.75e-06,0.212,0.706,157.945,latin
0.723,0.69,-6.636,0.267,0.0602,1.75e-06,0.212,0.706,157.945,pop
0.628,0.905,-4.747,0.405,0.0284,0.0,0.106,0.42,129.095,latin
0.628,0.905,-4.747,0.405,0.0284,0.0,0.106,0.42,129.095,pop
0.734,0.886,-4.909,0.105,0.0894,0.0,0.369,0.611,134.436,latin
0.734,0.886,-4.909,0.105,0.0894,0.0,0.369,0.611,134.436,pop
0.694,0.671,-4.088,0.0444,0.0371,3.14e-05,0.236,0.466,83.999,pop
0.519,0.853,-4.679,0.0369,0.000924,1.43e-05,0.101,0.697,174.085,pop
0.745,0.637,-4.946,0.0439,0.0206,0.0,0.0721,0.531,97.955,pop
0.647,0.907,-5.273,0.117,0.00649,0.0,0.0721,0.307,104.983,pop
0.654,0.739,-4.762,0.0596,0.0475,0.0,0.118,0.602,104.022,pop
0.594,0.841,-5.792,0.102,0.000238,2.22e-06,0.156,0.643,129.925,pop
0.62,0.653,-7.28,0.101,0.00429,0.0,0.431,0.0626,148.028,pop
0.719,0.81,-5.449,0.147,0.0316,0.0,0.318,0.24,144.038,pop
0.634,0.716,-6.502,0.128,0.0341,0.0,0.0877,0.619,91.039,pop
0.581,0.868,-3.772,0.0883,0.0259,0.0,0.142,0.618,77.545,pop
0.745,0.74,-5.773,0.094,0.0238,2e-06,0.14,0.427,88.034,pop
0.536,0.768,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217,pop
0.738,0.804,-4.286,0.0821,0.163,0.0,0.826,0.717,120.017,pop
0.859,0.608,-5.286,0.0585,0.0226,2.12e-06,0.074,0.365,131.993,pop
0.497,0.549,-6.385,0.0953,0.00849,0.0,0.347,0.57,88.74,pop
0.524,0.685,-12.682,0.952,0.958,1.83e-06,0.596,0.322,78.954,comedy
0.599,0.663,-6.717,0.962,0.834,0.0,0.751,0.418,81.031,comedy
0.573,0.517,-10.691,0.73,0.603,2.79e-06,0.306,0.643,91.564,comedy
0.443,0.614,-13.579,0.848,0.904,5.37e-06,0.969,0.119,71.198,comedy
0.71,0.553,-6.278,0.03,0.285,0.0,0.127,0.641,96.035,comedy
0.64,0.437,-14.871,0.946,0.948,0.0,0.803,0.406,124.228,comedy
0.599,0.791,-6.033,0.825,0.861,0.0,0.9,0.626,80.183,comedy
0.481,0.87,-7.607,0.854,0.852,0.0,0.943,0.531,139.901,comedy
0.491,0.87,-5.535,0.894,0.823,0.0,0.725,0.412,92.411,comedy
0.453,0.888,-4.97,0.878,0.844,0.0,0.896,0.418,69.425,comedy
0.551,0.835,-7.101,0.937,0.689,0.0,0.792,0.435,117.293,comedy
0.53,0.921,-8.323,0.949,0.81,0.0,0.906,0.139,84.01,comedy
0.55,0.904,-3.429,0.696,0.737,0.0,0.854,0.668,59.317,comedy
0.5,0.987,-6.138,0.928,0.479,0.0,0.852,0.0658,101.28,comedy
0.49,0.996,-4.658,0.934,0.615,0.0,0.962,0.0649,87.06,comedy
0.798,0.809,-5.898,0.063,0.00689,0.0765,0.0998,0.761,120.044,edm
0.798,0.809,-5.898,0.063,0.00689,0.0765,0.0998,0.761,120.044,pop
0.574,0.922,-3.104,0.0476,0.42,0.000189,0.146,0.232,108.005,edm
0.407,0.925,-4.155,0.0747,0.0113,0.0025,0.192,0.119,151.993,dubstep
0.407,0.925,-4.155,0.0747,0.0113,0.0025,0.192,0.119,151.993,edm
0.545,0.846,-7.255,0.0287,0.0362,0.394,0.0963,0.508,124.997,edm
0.545,0.846,-7.255,0.0287,0.0362,0.394,0.0963,0.508,124.997,house
0.668,0.91,-3.884,0.225,0.0254,0.0,0.0937,0.577,125.812,edm
0.668,0.91,-3.884,0.225,0.0254,0.0,0.0937,0.577,125.812,house
0.68,0.867,-5.128,0.0437,0.0802,0.0423,0.0734,0.286,126.078,edm
0.68,0.867,-5.128,0.0437,0.0802,0.0423,0.0734,0.286,126.078,house
0.68,0.867,-5.128,0.0437,0.0802,0.0423,0.0734,0.286,126.078,pop
0.68,0.867,-5.128,0.0437,0.0802,0.0423,0.0734,0.286,126.078,trance
0.834,0.674,-4.476,0.0659,0.01,3.4e-05,0.0555,0.316,126.034,edm
0.834,0.674,-4.476,0.0659,0.01,3.4e-05,0.0555,0.316,126.034,pop
0.527,0.679,-6.945,0.161,0.0692,1.75e-06,0.151,0.444,83.804,edm
0.527,0.679,-6.945,0.161,0.0692,1.75e-06,0.151,0.444,83.804,pop
0.698,0.867,-5.033,0.0404,0.0546,0.154,0.0744,0.468,125.976,edm
0.698,0.867,-5.033,0.0404,0.0546,0.154,0.0744,0.468,125.976,house
0.698,0.867,-5.033,0.0404,0.0546,0.154,0.0744,0.468,125.976,pop
0.457,0.942,-3.612,0.339,0.0298,0.0,0.296,0.322,139.786,edm
0.836,0.859,-4.492,0.1,0.021,7.29e-05,0.389,0.511,121.985,edm
0.836,0.859,-4.492,0.1,0.021,7.29e-05,0.389,0.511,121.985,pop
0.702,0.769,-6.635,0.077,0.0292,0.000171,0.532,0.127,107.998,edm
0.702,0.769,-6.635,0.077,0.0292,0.000171,0.532,0.127,107.998,pop
0.546,0.894,-3.56,0.0898,0.459,0.000106,0.322,0.387,125.031,edm
0.546,0.894,-3.56,0.0898,0.459,0.000106,0.322,0.387,125.031,house
0.546,0.894,-3.56,0.0898,0.459,0.000106,0.322,0.387,125.031,pop
0.546,0.894,-3.56,0.0898,0.459,0.000106,0.322,0.387,125.031,trance
0.677,0.811,-4.53,0.043,0.0012,0.00761,0.0896,0.185,128.004,edm
0.677,0.811,-4.53,0.043,0.0012,0.00761,0.0896,0.185,128.004,house
0.677,0.811,-4.53,0.043,0.0012,0.00761,0.0896,0.185,128.004,pop
0.677,0.811,-4.53,0.043,0.0012,0.00761,0.0896,0.185,128.004,trance
0.826,0.65,-10.252,0.0579,0.00117,0.807,0.0439,0.402,123.993,house
0.808,0.958,-7.546,0.0513,0.00013,0.81,0.0507,0.47,120.017,house
0.679,0.867,-3.867,0.219,0.18,0.0,0.667,0.597,125.988,edm
0.679,0.867,-3.867,0.219,0.18,0.0,0.667,0.597,125.988,pop
0.643,0.997,-1.656,0.0483,0.00205,0.672,0.659,0.555,128.004,edm
0.643,0.997,-1.656,0.0483,0.00205,0.672,0.659,0.555,128.004,house
0.643,0.997,-1.656,0.0483,0.00205,0.672,0.659,0.555,128.004,pop
0.679,0.782,-4.993,0.0559,0.052,3.06e-05,0.263,0.731,124.974,edm
0.679,0.782,-4.993,0.0559,0.052,3.06e-05,0.263,0.731,124.974,house
0.502,0.888,-4.168,0.0555,0.0183,0.0,0.098,0.591,137.917,country
0.657,0.77,-4.921,0.0342,0.0223,0.000372,0.0737,0.774,97.991,country
0.444,0.413,-15.042,0.0326,0.163,2.05e-05,0.053,0.573,95.738,country
0.589,0.659,-5.115,0.0271,0.0354,0.0,0.138,0.54,73.99,country
0.501,0.65,-6.153,0.0256,0.0673,1.58e-06,0.317,0.371,75.049,country
0.654,0.749,-5.383,0.0257,0.00195,0.0,0.0956,0.774,108.004,country
0.554,0.882,-3.71,0.0399,0.113,0.0,0.184,0.846,151.981,country
0.617,0.632,-5.381,0.0371,0.0675,0.0,0.108,0.564,151.988,country
0.472,0.671,-6.18,0.0338,0.0409,0.0,0.0997,0.403,141.986,country
0.446,0.741,-5.874,0.0396,0.00829,0.0,0.158,0.636,152.131,country
0.642,0.808,-5.576,0.0382,0.00603,0.0,0.314,0.673,105.919,country
0.54,0.776,-4.155,0.043,0.243,0.0,0.378,0.784,164.046,country
0.573,0.96,-5.973,0.0789,0.0345,0.0,0.116,0.687,99.974,country
0.661,0.687,-6.552,0.0287,0.00823,0.0,0.308,0.665,123.028,country
0.519,0.834,-2.263,0.0321,0.135,0.0,0.111,0.461,135.875,country
0.462,0.811,-4.661,0.0349,0.0989,0.0,0.176,0.544,165.988,country
0.571,0.705,-7.045,0.0413,0.00794,0.0,0.128,0.451,86.964,country
0.641,0.794,-5.586,0.0668,0.465,0.0,0.269,0.784,95.032,country
0.583,0.864,-2.63,0.0529,0.543,0.000887,0.206,0.465,98.929,country
0.626,0.762,-3.627,0.0458,0.23,0.0,0.147,0.637,99.968,edm
0.36,0.847,-3.931,0.109,0.223,0.00019,0.147,0.501,89.915,edm
0.36,0.847,-3.931,0.109,0.223,0.00019,0.147,0.501,89.915,house
0.385,0.555,-5.318,0.0577,0.23,0.0,0.101,0.191,140.936,edm
0.677,0.874,-5.445,0.129,0.0219,0.00738,0.973,0.58,100.012,edm
0.519,0.808,-4.509,0.0979,0.00931,0.0,0.124,0.246,118.103,edm
0.519,0.808,-4.509,0.0979,0.00931,0.0,0.124,0.246,118.103,pop
0.754,0.556,-7.114,0.355,0.191,0.0,0.0987,0.455,120.859,edm
0.691,0.883,-1.326,0.0488,0.318,2.45e-05,0.0742,0.606,109.982,edm
0.294,0.765,-4.192,0.0406,0.0244,1.45e-05,0.264,0.342,99.388,pop
0.548,0.895,-1.988,0.102,0.11,0.0,0.0816,0.682,150.122,edm
0.548,0.895,-1.988,0.102,0.11,0.0,0.0816,0.682,150.122,pop
0.577,0.911,-4.449,0.0512,0.0186,0.0587,0.159,0.543,160.036,edm
0.531,0.907,-2.977,0.0478,0.0128,0.0,0.355,0.316,154.861,edm
0.531,0.907,-2.977,0.0478,0.0128,0.0,0.355,0.316,154.861,pop
0.573,0.923,-2.971,0.0501,0.0157,0.0,0.0825,0.549,119.932,edm
0.573,0.923,-2.971,0.0501,0.0157,0.0,0.0825,0.549,119.932,trance
0.531,0.737,-5.268,0.0703,0.0113,1.82e-06,0.285,0.104,133.906,edm
0.531,0.737,-5.268,0.0703,0.0113,1.82e-06,0.285,0.104,133.906,pop
0.678,0.807,-4.004,0.0621,0.0254,4.16e-05,0.926,0.399,125.963,edm
0.678,0.807,-4.004,0.0621,0.0254,4.16e-05,0.926,0.399,125.963,pop
0.607,0.85,-4.831,0.398,0.1,0.0,0.119,0.44,130.756,pop
0.561,0.946,-0.899,0.128,0.00848,2.05e-05,0.0635,0.3,109.891,edm
0.561,0.946,-0.899,0.128,0.00848,2.05e-05,0.0635,0.3,109.891,pop
0.58,0.754,-6.628,0.109,0.00904,0.0,0.176,0.578,143.608,pop
0.394,0.853,-3.413,0.0559,0.000647,0.000377,0.0785,0.163,149.835,edm
0.377,0.715,-5.57,0.138,0.101,1.13e-06,0.306,0.322,99.935,edm
0.377,0.715,-5.57,0.138,0.101,1.13e-06,0.306,0.322,99.935,house
0.664,0.832,-4.83,0.0588,0.16,0.0,0.11,0.653,99.938,edm
0.664,0.832,-4.83,0.0588,0.16,0.0,0.11,0.653,99.938,pop
0.51,0.837,-3.815,0.0598,0.007,6.45e-05,0.544,0.213,141.899,edm
0.613,0.879,-4.649,0.0729,0.00908,1.66e-06,0.108,0.497,76.966,edm
0.665,0.836,-3.144,0.104,0.0657,0.0,0.101,0.339,127.921,edm
0.55,0.812,-6.717,0.0814,0.0173,0.0,0.592,0.203,145.037,edm
0.551,0.652,-8.771,0.144,0.144,0.000277,0.403,0.558,96.062,edm
0.672,0.85,-4.557,0.0312,0.0601,3.19e-05,0.117,0.431,104.974,edm
0.672,0.85,-4.557,0.0312,0.0601,3.19e-05,0.117,0.431,104.974,pop
0.604,0.825,-3.425,0.0359,0.00175,8.2e-05,0.309,0.388,140.04,edm
0.605,0.759,-5.946,0.092,0.228,0.000381,0.0913,0.478,139.989,dubstep
0.605,0.759,-5.946,0.092,0.228,0.000381,0.0913,0.478,139.989,edm
0.668,0.626,-3.633,0.0451,0.0531,0.0,0.388,0.744,126.085,edm
0.668,0.626,-3.633,0.0451,0.0531,0.0,0.388,0.744,126.085,pop
0.477,0.916,-4.94,0.037,0.000763,0.684,0.124,0.112,127.99,edm
0.477,0.916,-4.94,0.037,0.000763,0.684,0.124,0.112,127.99,house
0.686,0.719,-4.684,0.0628,0.0209,2.65e-05,0.0469,0.304,125.974,edm
0.686,0.719,-4.684,0.0628,0.0209,2.65e-05,0.0469,0.304,125.974,pop
0.678,0.944,-2.339,0.0681,0.0158,0.00874,0.18,0.518,129.929,edm
0.321,0.8,-6.354,0.379,0.0247,0.0,0.355,0.156,208.258,edm
0.321,0.8,-6.354,0.379,0.0247,0.0,0.355,0.156,208.258,house
0.689,0.769,-5.445,0.0319,0.0142,0.0,0.0832,0.556,122.023,edm
0.679,0.662,-5.861,0.0773,0.151,0.0,0.376,0.365,90.054,edm
0.679,0.662,-5.861,0.0773,0.151,0.0,0.376,0.365,90.054,pop
0.435,0.912,-4.352,0.344,0.0837,0.0,0.181,0.214,124.504,edm
0.435,0.912,-4.352,0.344,0.0837,0.0,0.181,0.214,124.504,pop
0.672,0.763,-3.864,0.0565,0.0728,0.0,0.135,0.318,139.94,edm
0.672,0.763,-3.864,0.0565,0.0728,0.0,0.135,0.318,139.94,pop
0.514,0.862,-6.329,0.156,0.0319,0.171,0.119,0.501,126.112,edm
0.514,0.862,-6.329,0.156,0.0319,0.171,0.119,0.501,126.112,house
0.528,0.87,-3.965,0.11,0.0291,0.0,0.324,0.88,98.036,edm
0.528,0.87,-3.965,0.11,0.0291,0.0,0.324,0.88,98.036,pop
0.725,0.844,-3.707,0.0347,0.363,0.000716,0.125,0.711,104.001,house
0.788,0.627,-5.672,0.242,0.0622,0.0,0.109,0.215,127.97,pop
0.623,0.743,-4.704,0.12,0.00768,0.0,0.754,0.637,145.056,edm
0.623,0.743,-4.704,0.12,0.00768,0.0,0.754,0.637,145.056,pop
0.667,0.899,-2.144,0.0411,0.387,0.0,0.0712,0.389,110.005,edm
0.681,0.925,-5.436,0.209,0.101,1.7e-05,0.343,0.646,135.953,edm
0.681,0.925,-5.436,0.209,0.101,1.7e-05,0.343,0.646,135.953,house
0.681,0.925,-5.436,0.209,0.101,1.7e-05,0.343,0.646,135.953,pop
0.441,0.766,-5.921,0.0533,0.0181,1.6e-06,0.509,0.52,150.054,edm
0.6,0.887,-2.52,0.063,0.0232,4.62e-05,0.148,0.526,128.088,edm
0.637,0.967,-3.616,0.0547,0.00599,6.37e-05,0.502,0.796,145.014,edm
0.637,0.967,-3.616,0.0547,0.00599,6.37e-05,0.502,0.796,145.014,pop
0.543,0.946,-2.63,0.0491,0.016,0.277,0.27,0.583,160.025,edm
0.583,0.86,-4.347,0.0842,0.0231,1.33e-06,0.0977,0.279,127.032,edm
0.583,0.86,-4.347,0.0842,0.0231,1.33e-06,0.0977,0.279,127.032,pop
0.594,0.87,-3.957,0.112,0.00877,0.0,0.156,0.484,126.094,edm
0.594,0.87,-3.957,0.112,0.00877,0.0,0.156,0.484,126.094,pop
0.572,0.53,-8.521,0.0654,0.0647,0.000169,0.127,0.12,170.138,edm
0.572,0.53,-8.521,0.0654,0.0647,0.000169,0.127,0.12,170.138,pop
0.555,0.783,-1.888,0.112,0.479,0.0,0.0838,0.329,149.785,edm
0.555,0.783,-1.888,0.112,0.479,0.0,0.0838,0.329,149.785,pop
0.66,0.873,-3.227,0.0898,0.0393,4.72e-06,0.29,0.529,118.949,pop
0.737,0.921,-2.882,0.0786,0.153,0.0201,0.138,0.55,109.971,edm
0.667,0.838,-4.917,0.349,0.114,1.8e-05,0.209,0.521,104.986,edm
0.667,0.838,-4.917,0.349,0.114,1.8e-05,0.209,0.521,104.986,pop
0.628,0.877,-3.016,0.041,0.00189,0.0,0.228,0.199,142.034,edm
0.679,0.9,-4.559,0.312,0.00492,0.000108,0.292,0.341,104.89,edm
0.75,0.856,-4.668,0.0624,0.0216,0.0,0.105,0.777,162.166,edm
0.506,0.493,-7.759,0.0427,0.798,0.00355,0.307,0.584,134.77,jazz
0.673,0.218,-15.757,0.0683,0.891,0.819,0.182,0.585,121.352,jazz
0.505,0.284,-18.148,0.055,0.906,0.169,0.0782,0.685,117.222,jazz
0.561,0.54,-9.007,0.0788,0.875,0.0258,0.136,0.577,95.192,jazz
0.409,0.491,-11.606,0.046,0.778,0.0831,0.114,0.826,171.408,jazz
0.582,0.377,-11.363,0.0373,0.564,2.73e-05,0.299,0.373,112.385,jazz
