danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.821,0.517,-10.488,0.0497,0.201,3.74e-06,0.203,0.722,115.087,pop
0.554,0.362,-10.329,0.0555,0.0957,0.0,0.171,0.147,92.921,pop
0.376,0.306,-14.092,0.0324,0.898,0.889,0.0831,0.066,114.761,pop
0.376,0.306,-14.092,0.0324,0.898,0.889,0.0831,0.066,114.761,rock
0.596,0.851,-4.245,0.121,0.0358,3.19e-05,0.365,0.612,202.049,pop
0.771,0.466,-8.651,0.0308,0.0314,0.000761,0.31,0.245,110.011,pop
0.407,0.308,-9.001,0.0296,0.778,1.46e-05,0.092,0.153,73.254,pop
0.412,0.441,-11.523,0.291,0.0296,0.0726,0.306,0.174,185.571,pop
0.794,0.493,-7.257,0.0563,0.212,0.0133,0.13,0.626,92.026,pop
0.847,0.386,-13.072,0.301,0.615,1.89e-06,0.177,0.851,99.068,pop
0.515,0.869,-4.732,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,rock
0.636,0.789,-6.68,0.0686,0.138,2.31e-06,0.168,0.577,156.018,pop
0.681,0.521,-5.849,0.141,0.12,8.41e-05,0.108,0.181,94.997,edm
0.681,0.521,-5.849,0.141,0.12,8.41e-05,0.108,0.181,94.997,pop
0.677,0.558,-5.375,0.201,0.255,0.0,0.0803,0.471,143.937,pop
0.353,0.686,-5.704,0.0534,0.00216,0.0,0.123,0.177,94.47,pop
0.82,0.43,-9.713,0.0356,0.16,1.61e-06,0.11,0.424,89.986,pop
0.72,0.408,-7.669,0.06,0.133,0.000418,0.332,0.289,130.259,pop
0.359,0.557,-9.184,0.0959,0.00776,0.00434,0.475,0.0497,147.351,edm
0.596,0.678,-5.18,0.0335,0.0199,0.004,0.418,0.259,117.066,pop
0.598,0.496,-9.309,0.0804,0.0253,0.00132,0.12,0.725,128.06,pop
0.573,0.495,-7.245,0.592,0.405,0.0,0.0969,0.255,179.196,pop
0.691,0.749,-6.779,0.0839,0.0411,0.0,0.281,0.331,144.974,pop
0.674,0.292,-11.525,0.0409,0.858,0.000326,0.227,0.409,119.955,pop
0.744,0.415,-12.111,0.0431,0.904,0.000877,0.0991,0.118,120.005,pop
0.764,0.759,-4.494,0.244,0.216,0.0,0.308,0.762,143.037,pop
0.767,0.419,-3.011,0.0369,0.00895,0.0,0.0521,0.547,122.963,pop
0.81,0.948,-2.887,0.305,0.504,0.0,0.341,0.465,112.445,pop
0.877,0.799,-3.424,0.212,0.0737,0.0,0.0867,0.573,99.987,pop
0.629,0.808,-4.125,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001,country
0.707,0.698,-5.009,0.189,0.0775,0.0,0.145,0.202,92.067,pop
0.457,0.954,-3.333,0.127,0.00841,6.99e-05,0.29,0.69,184.075,pop
0.578,0.844,-4.764,0.0482,0.0646,0.000358,0.114,0.409,100.05,pop
0.709,0.643,-5.324,0.0385,0.0504,3.68e-05,0.283,0.666,103.999,pop
0.675,0.643,-6.004,0.0315,0.233,0.0,0.561,0.325,114.051,pop
0.355,0.781,-4.895,0.0591,0.127,0.0,0.258,0.351,179.887,gospel
0.535,0.313,-15.83,0.0328,0.424,0.00626,0.109,0.364,109.387,gospel
0.306,0.29,-10.884,0.0522,0.556,2.2e-06,0.304,0.182,157.508,gospel
0.428,0.278,-9.95,0.0434,0.748,0.0,0.142,0.248,115.562,gospel
0.499,0.52,-5.821,0.0294,0.343,0.0,0.129,0.424,170.062,gospel
0.282,0.258,-10.01,0.0344,0.595,0.0,0.613,0.192,121.813,gospel
0.315,0.108,-15.354,0.0421,0.914,0.0,0.0857,0.347,172.213,gospel
0.389,0.659,-9.8,0.0316,0.607,0.423,0.0959,0.73,131.064,jazz
0.637,0.697,-8.903,0.0297,0.171,0.0,0.108,0.938,147.103,rock
0.631,0.755,-7.65,0.0573,0.518,0.000864,0.0629,0.763,95.364,folk
0.631,0.755,-7.65,0.0573,0.518,0.000864,0.0629,0.763,95.364,rock
0.686,0.923,-5.252,0.0425,0.48,9.21e-06,0.0823,0.961,136.083,bluegrass
0.686,0.923,-5.252,0.0425,0.48,9.21e-06,0.0823,0.961,136.083,folk
0.594,0.901,-5.379,0.136,0.0472,0.0,0.802,0.421,100.386,pop
0.47,0.226,-11.578,0.035,0.0362,0.136,0.103,0.318,134.613,rock
0.722,0.525,-9.38,0.0298,0.263,0.0189,0.139,0.349,114.0,singer-songwriter
0.523,0.717,-11.611,0.0483,0.576,0.00177,0.028,0.969,92.593,folk
0.523,0.717,-11.611,0.0483,0.576,0.00177,0.028,0.969,92.593,rock
0.523,0.717,-11.611,0.0483,0.576,0.00177,0.028,0.969,92.593,singer-songwriter
0.51,0.595,-11.023,0.0383,0.0964,0.0186,0.338,0.632,131.762,punk
0.51,0.595,-11.023,0.0383,0.0964,0.0186,0.338,0.632,131.762,rock
0.319,0.836,-6.706,0.113,0.00364,1.84e-05,0.1,0.94,180.56,punk
0.319,0.836,-6.706,0.113,0.00364,1.84e-05,0.1,0.94,180.56,rock
0.319,0.836,-6.706,0.113,0.00364,1.84e-05,0.1,0.94,180.56,ska
0.715,0.6,-7.728,0.0264,0.0714,0.00165,0.0876,0.77,86.989,funk
0.715,0.6,-7.728,0.0264,0.0714,0.00165,0.0876,0.77,86.989,soul
0.631,0.348,-14.169,0.0292,0.719,1.14e-06,0.132,0.444,98.7,soul
0.761,0.391,-8.742,0.0345,0.0265,0.0108,0.0527,0.965,116.876,afrobeat
0.517,0.692,-7.273,0.0246,0.253,0.0,0.172,0.476,107.958,rock
0.761,0.637,-8.169,0.0268,0.439,0.0082,0.102,0.656,125.115,rock
0.501,0.911,-6.49,0.156,0.0342,0.166,0.512,0.723,82.34,afrobeat
0.501,0.911,-6.49,0.156,0.0342,0.166,0.512,0.723,82.34,funk
0.571,0.508,-8.118,0.0254,0.532,0.951,0.161,0.102,96.825,afrobeat
0.571,0.508,-8.118,0.0254,0.532,0.951,0.161,0.102,96.825,funk
0.571,0.508,-8.118,0.0254,0.532,0.951,0.161,0.102,96.825,soul
0.747,0.746,-7.666,0.127,0.339,1.04e-06,0.441,0.855,112.618,disco
0.747,0.746,-7.666,0.127,0.339,1.04e-06,0.441,0.855,112.618,soul
0.783,0.46,-14.778,0.169,0.249,2.75e-06,0.0946,0.95,120.226,soul
0.71,0.721,-12.239,0.0347,0.0536,0.0712,0.106,0.884,107.159,disco
0.602,0.759,-5.556,0.0484,0.0418,1.38e-05,0.0726,0.35,122.953,disco
0.602,0.759,-5.556,0.0484,0.0418,1.38e-05,0.0726,0.35,122.953,funk
0.602,0.759,-5.556,0.0484,0.0418,1.38e-05,0.0726,0.35,122.953,soul
0.321,0.401,-16.78,0.035,0.422,0.029,0.079,0.264,150.821,disco
0.321,0.401,-16.78,0.035,0.422,0.029,0.079,0.264,150.821,funk
0.321,0.401,-16.78,0.035,0.422,0.029,0.079,0.264,150.821,soul
0.739,0.576,-12.024,0.0472,0.122,0.00206,0.0482,0.78,108.81,disco
0.85,0.818,-8.623,0.0904,0.124,0.00135,0.349,0.839,105.266,electro
0.85,0.818,-8.623,0.0904,0.124,0.00135,0.349,0.839,105.266,funk
0.638,0.785,-7.302,0.475,0.522,0.0,0.226,0.642,86.993,funk
0.638,0.785,-7.302,0.475,0.522,0.0,0.226,0.642,86.993,soul
0.304,0.882,-7.68,0.105,0.0022,0.0629,0.178,0.573,80.986,funk
0.304,0.882,-7.68,0.105,0.0022,0.0629,0.178,0.573,80.986,soul
0.556,0.669,-7.725,0.244,0.286,4.01e-06,0.631,0.882,167.26,funk
0.556,0.669,-7.725,0.244,0.286,4.01e-06,0.631,0.882,167.26,soul
0.791,0.664,-6.67,0.0343,0.12,0.112,0.0684,0.534,122.281,disco
0.791,0.664,-6.67,0.0343,0.12,0.112,0.0684,0.534,122.281,electro
0.791,0.664,-6.67,0.0343,0.12,0.112,0.0684,0.534,122.281,funk
0.737,0.75,-8.141,0.0383,0.469,3.62e-05,0.0694,0.647,104.497,funk
0.737,0.75,-8.141,0.0383,0.469,3.62e-05,0.0694,0.647,104.497,soul
0.531,0.945,-6.193,0.0348,0.00306,0.00174,0.108,0.776,101.14,funk
0.64,0.451,-15.722,0.0473,0.167,2.38e-06,0.0754,0.433,81.586,funk
0.444,0.287,-10.631,0.0375,0.849,2.82e-06,0.161,0.246,124.027,pop
0.486,0.883,-6.335,0.0581,0.000598,0.00142,0.26,0.463,127.059,emo
0.361,0.997,-1.225,0.0995,0.00442,3.48e-06,0.328,0.227,147.961,emo
0.572,0.209,-10.413,0.0313,0.765,0.0,0.356,0.446,80.069,pop
0.692,0.458,-9.461,0.0403,0.0635,0.516,0.136,0.35,150.695,rock
0.441,0.505,-6.243,0.038,0.516,2.19e-05,0.235,0.528,156.158,funk
0.441,0.505,-6.243,0.038,0.516,2.19e-05,0.235,0.528,156.158,soul
0.38,0.998,-1.174,0.0805,0.000327,3.92e-05,0.0978,0.133,95.241,emo
0.544,0.552,-7.45,0.0991,0.67,4.57e-05,0.415,0.554,159.738,pop
0.823,0.822,-5.323,0.0334,0.113,4.57e-05,0.0688,0.938,125.026,pop
0.632,0.639,-5.938,0.0259,0.00143,0.0,0.221,0.733,95.506,pop
0.535,0.888,-3.1,0.0446,0.000304,2.17e-06,0.324,0.451,126.011,pop
0.643,0.644,-7.542,0.0306,0.245,0.00081,0.27,0.293,98.746,country
0.705,0.7,-7.38,0.0295,0.0192,0.0,0.0755,0.765,122.842,country
0.521,0.552,-5.628,0.327,0.317,2.25e-05,0.381,0.936,97.535,pop
0.545,0.649,-4.062,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,pop
0.551,0.836,-3.838,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,pop
0.616,0.691,-4.123,0.064,0.298,0.0,0.108,0.192,123.943,pop
0.511,0.49,-7.418,0.0496,0.0275,0.0,0.673,0.605,137.539,rock
0.625,0.736,-8.658,0.0325,0.118,0.0,0.167,0.909,105.529,pop
0.658,0.876,-4.034,0.0355,0.161,0.149,0.069,0.559,120.001,pop
0.617,0.887,-3.191,0.0943,0.0109,0.0,0.228,0.855,149.97,pop
0.703,0.636,-6.019,0.038,0.00629,0.0,0.135,0.585,124.939,pop
0.616,0.85,-5.419,0.058,0.00216,0.0667,0.181,0.47,142.841,pop
0.616,0.85,-5.419,0.058,0.00216,0.0667,0.181,0.47,142.841,rock
0.599,0.795,-5.127,0.129,0.0672,0.0,0.223,0.888,94.947,edm
0.599,0.795,-5.127,0.129,0.0672,0.0,0.223,0.888,94.947,pop
0.722,0.718,-4.081,0.0426,0.0588,5.22e-06,0.0931,0.656,102.979,pop
0.652,0.773,-14.983,0.0567,0.339,0.000131,0.332,0.523,116.297,rock
0.551,0.543,-6.468,0.0638,0.0318,7.76e-05,0.285,0.185,158.005,pop
0.754,0.319,-8.773,0.0464,0.425,1.1e-06,0.127,0.382,129.858,pop
0.619,0.521,-8.092,0.0744,0.26,0.000542,0.101,0.254,139.886,pop
0.615,0.417,-7.57,0.0368,0.135,0.0,0.365,0.394,112.961,soul
0.65,0.547,-7.473,0.0419,0.00691,0.0,0.0822,0.476,120.053,pop
0.287,0.498,-7.523,0.177,0.581,7.56e-05,0.322,0.0634,171.725,pop
0.426,0.612,-6.359,0.0567,0.12,0.0,0.119,0.106,172.171,pop
0.702,0.466,-9.219,0.0566,0.734,0.0,0.38,0.654,133.948,pop
0.371,0.342,-10.916,0.0481,0.881,1.25e-05,0.889,0.151,106.76,funk
0.371,0.342,-10.916,0.0481,0.881,1.25e-05,0.889,0.151,106.76,soul
0.626,0.52,-8.077,0.0892,0.175,0.0,0.13,0.257,77.468,pop
0.796,0.537,-9.383,0.0751,0.445,0.0725,0.0862,0.857,97.886,funk
0.796,0.537,-9.383,0.0751,0.445,0.0725,0.0862,0.857,97.886,soul
0.663,0.487,-10.106,0.359,0.0999,0.0,0.418,0.501,142.211,soul
0.465,0.403,-8.895,0.0755,0.744,0.000667,0.0777,0.0687,74.95,pop
0.762,0.459,-10.307,0.0379,0.111,0.0219,0.147,0.749,96.069,funk
0.762,0.459,-10.307,0.0379,0.111,0.0219,0.147,0.749,96.069,soul
0.434,0.403,-11.791,0.205,0.402,3.81e-06,0.0617,0.383,67.363,pop
0.605,0.714,-5.432,0.101,0.0104,2.35e-05,0.324,0.136,128.025,pop
0.541,0.958,-1.281,0.113,0.0785,0.0007,0.19,0.411,90.056,emo
0.541,0.958,-1.281,0.113,0.0785,0.0007,0.19,0.411,90.056,rock
0.645,0.715,-5.97,0.172,0.362,0.0,0.0795,0.801,131.969,pop
0.879,0.83,-5.941,0.275,0.0289,0.131,0.204,0.719,100.014,pop
0.756,0.764,-7.862,0.0637,0.0232,1.07e-06,0.0829,0.311,123.968,pop
0.788,0.921,-3.21,0.055,0.006,0.00372,0.105,0.551,128.007,pop
0.932,0.819,-3.484,0.203,0.0181,6.81e-06,0.0577,0.556,119.941,pop
0.613,0.765,-2.974,0.0568,0.055,0.0,0.205,0.335,144.893,edm
0.613,0.765,-2.974,0.0568,0.055,0.0,0.205,0.335,144.893,pop
0.544,0.713,-6.365,0.0274,0.0291,0.0,0.0648,0.665,145.994,country
0.829,0.748,-3.614,0.124,0.217,0.0,0.204,0.324,90.013,pop
0.5,0.303,-13.923,0.0281,0.949,0.221,0.356,0.606,142.433,singer-songwriter
0.886,0.511,-4.691,0.0972,0.531,0.0501,0.112,0.261,127.898,pop
0.56,0.916,-3.328,0.0661,0.0362,0.000963,0.102,0.585,144.933,edm
0.441,0.424,-7.218,0.0366,0.77,3.92e-06,0.104,0.502,120.744,pop
0.741,0.717,-6.348,0.134,0.115,0.124,0.181,0.501,117.948,pop
0.649,0.749,-6.454,0.312,0.485,0.000539,0.188,0.343,100.995,pop
0.666,0.317,-8.387,0.0395,0.921,0.0,0.709,0.351,117.692,pop
0.546,0.221,-8.915,0.063,0.868,0.0,0.0994,0.593,128.144,pop
0.68,0.446,-6.039,0.0281,0.256,0.0,0.0515,0.339,125.863,pop
0.372,0.247,-8.706,0.0273,0.981,0.000223,0.11,0.239,96.17,pop
0.601,0.735,-8.321,0.0255,0.263,0.795,0.11,0.505,102.891,rock
0.538,0.61,-8.027,0.0392,0.774,0.749,0.0909,0.199,152.999,rock
0.685,0.61,-5.221,0.0439,0.323,0.0,0.102,0.323,94.384,pop
0.638,0.574,-6.115,0.0263,0.316,0.000316,0.428,0.681,110.256,soul
0.429,0.937,-3.986,0.0573,0.000131,0.0002,0.0807,0.894,194.838,punk
0.429,0.937,-3.986,0.0573,0.000131,0.0002,0.0807,0.894,194.838,ska
0.641,0.745,-4.469,0.0397,0.00041,0.287,0.108,0.539,130.005,rock
0.561,0.909,-7.878,0.0312,0.00118,0.46,0.0713,0.71,127.172,pop
0.775,0.621,-7.634,0.295,0.332,0.0,0.122,0.15,118.843,pop
0.644,0.469,-9.117,0.238,0.179,0.0,0.658,0.615,79.991,pop
0.508,0.763,-5.674,0.303,0.0627,0.0,0.347,0.275,161.59,pop
0.582,0.681,-6.131,0.0467,0.00982,0.0,0.0676,0.155,79.982,pop
0.837,0.46,-7.279,0.0501,0.102,0.000297,0.187,0.212,124.924,pop
0.527,0.554,-7.613,0.393,0.203,0.000384,0.14,0.408,140.542,pop
0.31,0.746,-3.599,0.111,0.0121,0.0,0.649,0.163,182.032,pop
0.251,0.445,-9.564,0.0421,0.48,0.0,0.103,0.201,206.454,pop
0.646,0.762,-6.543,0.0636,0.0288,0.0,0.288,0.875,105.002,pop
0.752,0.85,-8.327,0.0819,0.025,0.000131,0.149,0.491,122.991,pop
0.329,0.0439,-17.835,0.0399,0.954,0.0,0.083,0.174,77.135,pop
0.582,0.967,-3.09,0.0642,0.0206,0.0,0.514,0.786,128.099,rock
0.284,0.868,-3.485,0.0482,0.105,0.0,0.0974,0.522,170.11,emo
0.519,0.0838,-18.411,0.0297,0.886,0.00537,0.0833,0.297,97.069,folk
0.668,0.522,-7.42,0.0311,0.696,0.0,0.609,0.717,107.977,emo
0.668,0.522,-7.42,0.0311,0.696,0.0,0.609,0.717,107.977,rock
0.446,0.0415,-15.728,0.0394,0.936,0.0,0.16,0.278,73.66,country
0.368,0.325,-9.301,0.0292,0.745,0.00199,0.0837,0.0743,156.143,country
0.689,0.728,-4.411,0.0399,0.238,0.000544,0.12,0.881,136.059,country
0.346,0.351,-9.199,0.0282,0.873,1.22e-06,0.104,0.269,169.923,country
0.727,0.767,-5.321,0.0351,0.34,6.65e-05,0.137,0.89,133.961,country
0.48,0.922,-3.681,0.0551,0.0283,0.000692,0.283,0.76,170.026,country
0.687,0.724,-5.189,0.0372,0.734,0.000437,0.209,0.394,119.922,country
0.49,0.515,-5.654,0.0236,0.62,1.25e-05,0.12,0.255,80.966,country
0.619,0.657,-4.886,0.0242,0.416,0.00432,0.363,0.39,103.03,country
0.473,0.718,-4.76,0.0318,0.0665,5.54e-05,0.179,0.5,168.981,country
0.392,0.443,-9.206,0.04,0.794,1.17e-05,0.114,0.123,181.112,country
0.571,0.918,-4.209,0.0451,0.0353,0.000849,0.049,0.533,130.62,country
0.373,0.255,-7.706,0.029,0.697,1.79e-06,0.0821,0.237,80.584,country
0.592,0.536,-5.861,0.0235,0.34,0.0,0.105,0.208,101.999,country
0.414,0.328,-9.755,0.0309,0.936,0.027,0.152,0.211,113.465,rockabilly
0.296,0.505,-5.305,0.0289,0.594,0.0,0.1,0.135,77.562,country
0.429,0.304,-10.472,0.0289,0.859,0.000838,0.0821,0.336,133.867,pop
0.68,0.48,-7.03,0.0285,0.745,0.0,0.0879,0.592,128.841,country
0.453,0.172,-10.24,0.0257,0.862,0.0,0.11,0.244,76.932,country
0.628,0.679,-4.658,0.0264,0.068,0.0,0.132,0.649,128.067,country
0.595,0.792,-3.399,0.0283,0.0348,3.78e-06,0.131,0.568,79.031,pop
0.837,0.515,-4.065,0.0793,0.103,0.0,0.233,0.769,129.001,edm
0.837,0.515,-4.065,0.0793,0.103,0.0,0.233,0.769,129.001,pop
0.853,0.871,-3.715,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,pop
0.701,0.676,-2.96,0.0341,0.0185,0.000101,0.298,0.477,122.037,pop
0.603,0.937,-2.988,0.0447,0.00726,5.59e-06,0.105,0.771,108.987,pop
0.641,0.946,-2.694,0.0429,0.0558,0.0,0.616,0.889,111.998,pop
0.871,0.754,-5.771,0.034,0.217,1.09e-05,0.122,0.924,110.97,edm
0.871,0.754,-5.771,0.034,0.217,1.09e-05,0.122,0.924,110.97,pop
0.856,0.379,-8.343,0.187,0.472,0.0,0.175,0.616,90.005,pop
0.511,0.0366,-28.84,0.0396,0.973,0.731,0.0541,0.336,116.703,classical
0.239,0.0742,-25.818,0.0397,0.904,0.893,0.11,0.0685,92.871,classical
0.569,0.124,-24.487,0.0399,0.959,0.935,0.0785,0.496,143.498,classical
0.494,0.178,-21.115,0.0435,0.905,0.176,0.133,0.468,108.602,classical
0.315,0.0374,-27.253,0.0427,0.968,0.33,0.247,0.0971,133.618,classical
0.198,0.0406,-25.74,0.0488,0.93,0.569,0.324,0.0554,80.387,classical
0.114,0.0599,-20.448,0.0389,0.868,0.898,0.0917,0.0398,63.965,classical
0.308,0.31,-20.201,0.0519,0.966,0.853,0.338,0.17,145.743,classical
0.118,0.115,-18.152,0.0344,0.861,0.914,0.106,0.0527,91.614,classical
0.199,0.098,-21.308,0.0383,0.921,0.789,0.17,0.0602,83.071,classical
0.132,0.146,-24.256,0.0438,0.939,0.922,0.0701,0.0776,156.662,classical
0.234,0.0818,-20.567,0.0359,0.923,0.828,0.131,0.0805,149.042,classical
0.285,0.156,-21.457,0.0387,0.832,0.762,0.16,0.841,182.131,classical
0.183,0.00257,-37.621,0.0425,0.948,0.833,0.0674,0.0377,83.947,classical
0.585,0.107,-27.668,0.0321,0.903,0.389,0.123,0.916,115.998,classical
0.478,0.391,-17.74,0.0373,0.783,0.285,0.525,0.965,77.615,classical
0.434,0.0235,-32.141,0.0393,0.942,0.513,0.255,0.398,124.653,classical
0.303,0.275,-17.944,0.0825,0.716,0.015,0.129,0.636,67.03,classical
0.208,0.0608,-23.081,0.0404,0.948,0.906,0.0775,0.0709,91.37,classical
0.182,0.0935,-18.371,0.0403,0.886,0.928,0.0974,0.0459,115.566,classical
0.313,0.0395,-26.205,0.0417,0.863,0.00317,0.0914,0.242,156.019,classical
0.323,0.0114,-38.855,0.0343,0.893,0.652,0.171,0.134,112.378,classical
0.294,0.249,-20.664,0.0403,0.913,0.834,0.188,0.502,77.086,classical
0.164,0.196,-18.649,0.0432,0.834,0.897,0.142,0.309,81.296,classical
0.238,0.202,-17.742,0.0421,0.85,0.885,0.352,0.368,124.878,classical
0.621,0.599,-5.739,0.0297,0.16,0.0,0.123,0.637,100.027,pop
0.615,0.259,-8.623,0.106,0.648,0.0,0.13,0.368,111.741,comedy
0.77,0.341,-12.457,0.0376,0.758,1.11e-06,0.112,0.849,89.324,folk
0.564,0.471,-10.011,0.03,0.519,0.0,0.953,0.451,113.565,folk
0.464,0.63,-7.337,0.182,0.0464,0.0,0.295,0.527,132.96,pop
0.87,0.464,-8.337,0.178,0.205,0.0,0.0902,0.457,112.974,pop
0.684,0.853,-2.565,0.0616,0.0136,1.45e-05,0.0566,0.933,126.952,latin
0.684,0.853,-2.565,0.0616,0.0136,1.45e-05,0.0566,0.933,126.952,pop
0.606,0.72,-6.253,0.0283,0.000151,0.00165,0.0743,0.179,127.986,pop
0.837,0.804,-7.001,0.11,0.109,0.727,0.193,0.16,128.07,edm
0.837,0.462,-7.89,0.0601,0.0339,0.0,0.09,0.762,139.986,pop
0.798,0.402,-6.595,0.0425,0.216,0.0,0.157,0.388,119.857,pop
0.731,0.881,-3.097,0.218,0.119,0.0,0.0907,0.816,102.044,latin
0.731,0.881,-3.097,0.218,0.119,0.0,0.0907,0.816,102.044,reggaeton
0.73,0.732,-5.167,0.051,0.0427,2.22e-06,0.262,0.974,129.974,latin
0.73,0.732,-5.167,0.051,0.0427,2.22e-06,0.262,0.974,129.974,reggaeton
0.655,0.69,-6.513,0.0383,0.641,0.0,0.0909,0.938,174.089,latin
0.655,0.69,-6.513,0.0383,0.641,0.0,0.0909,0.938,174.089,reggaeton
0.641,0.826,-3.69,0.223,0.0536,0.0,0.18,0.845,179.988,latin
0.641,0.826,-3.69,0.223,0.0536,0.0,0.18,0.845,179.988,reggaeton
0.707,0.869,-2.727,0.0706,0.181,0.0,0.0669,0.774,128.0,latin
0.707,0.869,-2.727,0.0706,0.181,0.0,0.0669,0.774,128.0,reggaeton
0.694,0.894,-2.253,0.0436,0.185,0.0,0.13,0.816,115.979,latin
0.694,0.894,-2.253,0.0436,0.185,0.0,0.13,0.816,115.979,reggaeton
0.71,0.866,-4.503,0.0608,0.0864,0.0,0.385,0.518,99.958,latin
0.806,0.929,-3.017,0.121,0.263,0.0,0.0622,0.602,97.99,latin
0.806,0.929,-3.017,0.121,0.263,0.0,0.0622,0.602,97.99,reggaeton
0.695,0.879,-4.568,0.0327,0.18,1.17e-06,0.157,0.75,95.996,latin
0.695,0.879,-4.568,0.0327,0.18,1.17e-06,0.157,0.75,95.996,reggaeton
0.738,0.662,-7.842,0.0491,0.175,0.0,0.118,0.735,120.06,latin
0.738,0.662,-7.842,0.0491,0.175,0.0,0.118,0.735,120.06,reggaeton
0.789,0.736,-5.738,0.0691,0.0485,0.0,0.045,0.926,82.011,latin
0.789,0.736,-5.738,0.0691,0.0485,0.0,0.045,0.926,82.011,reggaeton
0.599,0.836,-5.976,0.0829,0.491,0.0,0.224,0.523,179.923,latin
0.599,0.836,-5.976,0.0829,0.491,0.0,0.224,0.523,179.923,reggaeton
0.502,0.712,-5.325,0.271,0.627,0.0,0.287,0.661,85.759,latin
0.502,0.712,-5.325,0.271,0.627,0.0,0.287,0.661,85.759,reggaeton
0.796,0.791,-5.245,0.0958,0.126,0.0,0.0784,0.876,93.986,latin
0.796,0.791,-5.245,0.0958,0.126,0.0,0.0784,0.876,93.986,reggaeton
0.826,0.74,-6.341,0.0387,0.0972,0.0,0.369,0.833,97.01,latin
0.826,0.74,-6.341,0.0387,0.0972,0.0,0.369,0.833,97.01,reggaeton
0.633,0.749,-4.962,0.0961,0.18,0.0,0.0783,0.816,179.872,latin
0.633,0.749,-4.962,0.0961,0.18,0.0,0.0783,0.816,179.872,reggaeton
0.59,0.752,-4.794,0.0387,0.0239,0.0,0.111,0.477,97.973,latin
0.777,0.84,-4.384,0.082,0.151,1.24e-06,0.249,0.804,97.979,latin
0.777,0.84,-4.384,0.082,0.151,1.24e-06,0.249,0.804,97.979,pop
0.896,0.713,-6.347,0.226,0.102,0.0,0.0572,0.898,95.014,latin
0.896,0.713,-6.347,0.226,0.102,0.0,0.0572,0.898,95.014,pop
0.783,0.748,-4.683,0.0892,0.147,0.0,0.173,0.806,93.222,latin
0.783,0.748,-4.683,0.0892,0.147,0.0,0.173,0.806,93.222,reggaeton
0.745,0.882,-3.636,0.0407,0.0723,2.45e-05,0.73,0.693,100.014,latin
0.745,0.882,-3.636,0.0407,0.0723,2.45e-05,0.73,0.693,100.014,reggaeton
0.661,0.727,-5.237,0.222,0.137,0.0,0.0927,0.597,188.085,latin
0.661,0.727,-5.237,0.222,0.137,0.0,0.0927,0.597,188.085,reggaeton
0.72,0.766,-7.701,0.0482,0.121,0.0,0.307,0.689,96.005,latin
0.72,0.766,-7.701,0.0482,0.121,0.0,0.307,0.689,96.005,reggaeton
0.794,0.83,-6.285,0.138,0.267,0.0,0.731,0.763,96.007,latin
0.794,0.83,-6.285,0.138,0.267,0.0,0.731,0.763,96.007,reggaeton
0.765,0.85,-4.113,0.0669,0.3,0.0,0.0628,0.963,100.015,latin
0.765,0.85,-4.113,0.0669,0.3,0.0,0.0628,0.963,100.015,reggaeton
0.641,0.858,-6.304,0.0683,0.349,0.0,0.0884,0.931,129.966,latin
0.641,0.858,-6.304,0.0683,0.349,0.0,0.0884,0.931,129.966,reggaeton
0.565,0.548,-10.279,0.0431,0.358,0.0,0.287,0.341,149.966,latin
0.751,0.879,-8.893,0.0726,0.244,0.0,0.309,0.773,119.916,latin
0.62,0.858,-2.541,0.175,0.26,0.0,0.31,0.936,179.95,latin
0.62,0.858,-2.541,0.175,0.26,0.0,0.31,0.936,179.95,reggaeton
0.858,0.835,-4.852,0.122,0.225,5.76e-06,0.0613,0.466,88.0,latin
0.858,0.835,-4.852,0.122,0.225,5.76e-06,0.0613,0.466,88.0,reggaeton
0.481,0.81,-5.704,0.133,0.234,0.0,0.0809,0.328,175.697,latin
0.481,0.81,-5.704,0.133,0.234,0.0,0.0809,0.328,175.697,reggaeton
0.756,0.792,-4.325,0.0402,0.106,0.0,0.124,0.924,94.992,latin
0.756,0.792,-4.325,0.0402,0.106,0.0,0.124,0.924,94.992,reggaeton
0.644,0.895,-3.669,0.0469,0.172,0.0,0.285,0.887,169.98,latin
0.644,0.895,-3.669,0.0469,0.172,0.0,0.285,0.887,169.98,reggaeton
0.631,0.827,-6.677,0.119,0.0708,0.0,0.249,0.497,128.19,latin
0.631,0.827,-6.677,0.119,0.0708,0.0,0.249,0.497,128.19,reggaeton
0.86,0.709,-4.717,0.0581,0.355,0.0,0.0969,0.531,94.996,latin
0.86,0.709,-4.717,0.0581,0.355,0.0,0.0969,0.531,94.996,reggaeton
0.78,0.929,-0.739,0.0532,0.171,0.0,0.0677,0.837,95.012,latin
0.835,0.69,-6.17,0.105,0.312,0.000378,0.169,0.525,97.991,latin
0.835,0.69,-6.17,0.105,0.312,0.000378,0.169,0.525,97.991,reggaeton
0.355,0.959,-4.0,0.349,0.0269,0.00229,0.33,0.873,190.113,latin
0.355,0.959,-4.0,0.349,0.0269,0.00229,0.33,0.873,190.113,reggaeton
