,loss,accuracy,val_loss,val_accuracy
0,2.510307788848877,0.2595634460449219,2.565685272216797,0.20101049542427063
1,2.4342429637908936,0.2713435888290405,2.612218141555786,0.22287747263908386
2,2.412601947784424,0.2745891511440277,2.6375138759613037,0.22289371490478516
3,2.4015731811523438,0.2764827013015747,2.6260898113250732,0.2382785826921463
4,2.391758918762207,0.27795568108558655,2.643050193786621,0.247116357088089
5,2.3861145973205566,0.2787264585494995,2.66493821144104,0.23212139308452606
6,2.3824374675750732,0.27964165806770325,2.6428377628326416,0.23598791658878326
7,2.3775782585144043,0.27969759702682495,2.6794636249542236,0.2468726634979248
8,2.376519203186035,0.28034383058547974,2.661104440689087,0.25088539719581604
9,2.373006820678711,0.28123554587364197,2.623488664627075,0.2535009980201721
